country_a;country_b;relationship_score;is_border;same_ideology;gdp_pc_ratio;relationship_source;relationship_year
HRV;PRT;30.00;0;1;1.170232;heuristic_border_ideology_gdp;
HRV;ROU;30.00;0;1;1.255403;heuristic_border_ideology_gdp;
HRV;RUS;-40.00;0;0;1.686345;heuristic_border_ideology_gdp;
HRV;SMR;25.00;0;1;2.392013;heuristic_border_ideology_gdp;
HRV;SRB;50.00;1;1;1.730190;heuristic_border_ideology_gdp;
HRV;SVK;30.00;0;1;1.051002;heuristic_border_ideology_gdp;
HRV;SVN;55.00;1;1;1.376234;heuristic_border_ideology_gdp;
HRV;SWE;-40.00;0;0;2.294885;heuristic_border_ideology_gdp;
HRV;TUR;-40.00;0;0;1.590432;heuristic_border_ideology_gdp;
HRV;UKR;15.00;0;1;4.849126;heuristic_border_ideology_gdp;
HUN;IRL;15.00;0;1;4.985444;heuristic_border_ideology_gdp;
HUN;ISL;15.00;0;1;4.053410;heuristic_border_ideology_gdp;
HUN;ITA;25.00;0;1;1.627847;heuristic_border_ideology_gdp;
HUN;KOS;15.00;0;1;4.745500;heuristic_border_ideology_gdp;
HUN;LIE;-60.00;0;0;6.530286;heuristic_border_ideology_gdp;
HUN;LTU;30.00;0;1;1.289865;heuristic_border_ideology_gdp;
HUN;LUX;-50.00;0;0;5.708173;heuristic_border_ideology_gdp;
HUN;LVA;30.00;0;1;1.008033;heuristic_border_ideology_gdp;
HUN;MDA;15.00;0;1;3.715908;heuristic_border_ideology_gdp;
HUN;MKD;15.00;0;1;3.330932;heuristic_border_ideology_gdp;
HUN;MLT;30.00;0;1;1.441809;heuristic_border_ideology_gdp;
HUN;MNE;25.00;0;1;2.166875;heuristic_border_ideology_gdp;
HUN;NLD;-40.00;0;0;2.801761;heuristic_border_ideology_gdp;
HUN;NOR;-50.00;0;0;3.502323;heuristic_border_ideology_gdp;
HUN;POL;30.00;0;1;1.076318;heuristic_border_ideology_gdp;
HUN;PRT;30.00;0;1;1.220511;heuristic_border_ideology_gdp;
HUN;ROU;55.00;1;1;1.203687;heuristic_border_ideology_gdp;
HUN;RUS;-40.00;0;0;1.616875;heuristic_border_ideology_gdp;
HUN;SMR;25.00;0;1;2.494786;heuristic_border_ideology_gdp;
HUN;SRB;50.00;1;1;1.658914;heuristic_border_ideology_gdp;
HUN;SVK;55.00;1;1;1.096159;heuristic_border_ideology_gdp;
HUN;SVN;55.00;1;1;1.435364;heuristic_border_ideology_gdp;
HUN;SWE;-40.00;0;0;2.393485;heuristic_border_ideology_gdp;
HUN;TUR;-40.00;0;0;1.524914;heuristic_border_ideology_gdp;
HUN;UKR;40.00;1;1;4.649365;heuristic_border_ideology_gdp;
IRL;ISL;30.00;0;1;1.229938;heuristic_border_ideology_gdp;
IRL;ITA;15.00;0;1;3.062599;heuristic_border_ideology_gdp;
IRL;KOS;5.00;0;1;23.658427;heuristic_border_ideology_gdp;
IRL;LIE;-35.00;0;0;1.309870;heuristic_border_ideology_gdp;
IRL;LTU;15.00;0;1;3.865091;heuristic_border_ideology_gdp;
IRL;LUX;-35.00;0;0;1.144968;heuristic_border_ideology_gdp;
IRL;LVA;15.00;0;1;5.025492;heuristic_border_ideology_gdp;
IRL;MDA;5.00;0;1;18.525451;heuristic_border_ideology_gdp;
IRL;MKD;5.00;0;1;16.606175;heuristic_border_ideology_gdp;
IRL;MLT;15.00;0;1;3.457770;heuristic_border_ideology_gdp;
IRL;MNE;5.00;0;1;10.802834;heuristic_border_ideology_gdp;
IRL;NLD;-40.00;0;0;1.779396;heuristic_border_ideology_gdp;
IRL;NOR;-35.00;0;0;1.423468;heuristic_border_ideology_gdp;
IRL;POL;15.00;0;1;4.631943;heuristic_border_ideology_gdp;
IRL;PRT;15.00;0;1;4.084718;heuristic_border_ideology_gdp;
IRL;ROU;5.00;0;1;6.000914;heuristic_border_ideology_gdp;
IRL;RUS;-60.00;0;0;8.060841;heuristic_border_ideology_gdp;
IRL;SMR;25.00;0;1;1.998345;heuristic_border_ideology_gdp;
IRL;SRB;5.00;0;1;8.270425;heuristic_border_ideology_gdp;
IRL;SVK;15.00;0;1;4.548104;heuristic_border_ideology_gdp;
IRL;SVN;15.00;0;1;3.473297;heuristic_border_ideology_gdp;
IRL;SWE;-40.00;0;0;2.082923;heuristic_border_ideology_gdp;
IRL;TUR;-60.00;0;0;7.602374;heuristic_border_ideology_gdp;
IRL;UKR;5.00;0;1;23.179149;heuristic_border_ideology_gdp;
ISL;ITA;25.00;0;1;2.490043;heuristic_border_ideology_gdp;
ISL;KOS;5.00;0;1;19.235457;heuristic_border_ideology_gdp;
ISL;LIE;-40.00;0;0;1.611060;heuristic_border_ideology_gdp;
ISL;LTU;15.00;0;1;3.142508;heuristic_border_ideology_gdp;
ISL;LUX;-35.00;0;0;1.408240;heuristic_border_ideology_gdp;
ISL;LVA;15.00;0;1;4.085971;heuristic_border_ideology_gdp;
ISL;MDA;5.00;0;1;15.062097;heuristic_border_ideology_gdp;
ISL;MKD;5.00;0;1;13.501632;heuristic_border_ideology_gdp;
ISL;MLT;25.00;0;1;2.811336;heuristic_border_ideology_gdp;
ISL;MNE;5.00;0;1;8.783231;heuristic_border_ideology_gdp;
ISL;NLD;-35.00;0;0;1.446736;heuristic_border_ideology_gdp;
ISL;NOR;-35.00;0;0;1.157349;heuristic_border_ideology_gdp;
ISL;POL;15.00;0;1;3.765996;heuristic_border_ideology_gdp;
ISL;PRT;15.00;0;1;3.321075;heuristic_border_ideology_gdp;
ISL;ROU;15.00;0;1;4.879036;heuristic_border_ideology_gdp;
ISL;RUS;-60.00;0;0;6.553858;heuristic_border_ideology_gdp;
ISL;SMR;25.00;0;1;1.624752;heuristic_border_ideology_gdp;
ISL;SRB;5.00;0;1;6.724259;heuristic_border_ideology_gdp;
ISL;SVK;15.00;0;1;3.697831;heuristic_border_ideology_gdp;
ISL;SVN;25.00;0;1;2.823960;heuristic_border_ideology_gdp;
ISL;SWE;-40.00;0;0;1.693518;heuristic_border_ideology_gdp;
ISL;TUR;-60.00;0;0;6.181102;heuristic_border_ideology_gdp;
ISL;UKR;5.00;0;1;18.845781;heuristic_border_ideology_gdp;
ITA;KOS;5.00;0;1;7.724950;heuristic_border_ideology_gdp;
ITA;LIE;-50.00;0;0;4.011608;heuristic_border_ideology_gdp;
ITA;LTU;30.00;0;1;1.262030;heuristic_border_ideology_gdp;
ITA;LUX;-50.00;0;0;3.506578;heuristic_border_ideology_gdp;
ITA;LVA;25.00;0;1;1.640924;heuristic_border_ideology_gdp;
ITA;MDA;5.00;0;1;6.048931;heuristic_border_ideology_gdp;
ITA;MKD;15.00;0;1;5.422249;heuristic_border_ideology_gdp;
ITA;MLT;30.00;0;1;1.129031;heuristic_border_ideology_gdp;
ITA;MNE;15.00;0;1;3.527342;heuristic_border_ideology_gdp;
ITA;NLD;-40.00;0;0;1.721145;heuristic_border_ideology_gdp;
ITA;NOR;-40.00;0;0;2.151506;heuristic_border_ideology_gdp;
ITA;POL;25.00;0;1;1.512422;heuristic_border_ideology_gdp;
ITA;PRT;30.00;0;1;1.333742;heuristic_border_ideology_gdp;
ITA;ROU;25.00;0;1;1.959418;heuristic_border_ideology_gdp;
ITA;RUS;-40.00;0;0;2.632026;heuristic_border_ideology_gdp;
ITA;SMR;50.00;1;1;1.532568;heuristic_border_ideology_gdp;
ITA;SRB;25.00;0;1;2.700459;heuristic_border_ideology_gdp;
ITA;SVK;30.00;0;1;1.485047;heuristic_border_ideology_gdp;
ITA;SVN;55.00;1;1;1.134101;heuristic_border_ideology_gdp;
ITA;SWE;-35.00;0;0;1.470337;heuristic_border_ideology_gdp;
ITA;TUR;-40.00;0;0;2.482327;heuristic_border_ideology_gdp;
ITA;UKR;5.00;0;1;7.568457;heuristic_border_ideology_gdp;
KOS;LIE;-60.00;0;0;30.989474;heuristic_border_ideology_gdp;
KOS;LTU;5.00;0;1;6.121053;heuristic_border_ideology_gdp;
KOS;LUX;-60.00;0;0;27.088138;heuristic_border_ideology_gdp;
KOS;LVA;15.00;0;1;4.707684;heuristic_border_ideology_gdp;
KOS;MDA;30.00;0;1;1.277077;heuristic_border_ideology_gdp;
KOS;MKD;55.00;1;1;1.424676;heuristic_border_ideology_gdp;
KOS;MLT;5.00;0;1;6.842105;heuristic_border_ideology_gdp;
KOS;MNE;50.00;1;1;2.190021;heuristic_border_ideology_gdp;
KOS;NLD;-60.00;0;0;13.295760;heuristic_border_ideology_gdp;
KOS;NOR;-60.00;0;0;16.620275;heuristic_border_ideology_gdp;
KOS;POL;15.00;0;1;5.107668;heuristic_border_ideology_gdp;
KOS;PRT;15.00;0;1;5.791936;heuristic_border_ideology_gdp;
KOS;ROU;15.00;0;1;3.942471;heuristic_border_ideology_gdp;
KOS;RUS;-40.00;0;0;2.934982;heuristic_border_ideology_gdp;
KOS;SMR;5.00;0;1;11.839009;heuristic_border_ideology_gdp;
KOS;SRB;50.00;1;1;2.860606;heuristic_border_ideology_gdp;
KOS;SVK;15.00;0;1;5.201822;heuristic_border_ideology_gdp;
KOS;SVN;5.00;0;1;6.811519;heuristic_border_ideology_gdp;
KOS;SWE;-60.00;0;0;11.358284;heuristic_border_ideology_gdp;
KOS;TUR;-50.00;0;0;3.111979;heuristic_border_ideology_gdp;
KOS;UKR;30.00;0;1;1.020677;heuristic_border_ideology_gdp;
LIE;LTU;-50.00;0;0;5.062769;heuristic_border_ideology_gdp;
LIE;LUX;30.00;0;1;1.144024;heuristic_border_ideology_gdp;
LIE;LVA;-60.00;0;0;6.582743;heuristic_border_ideology_gdp;
LIE;MDA;-60.00;0;0;24.265940;heuristic_border_ideology_gdp;
LIE;MKD;-60.00;0;0;21.751938;heuristic_border_ideology_gdp;
LIE;MLT;-50.00;0;0;4.529231;heuristic_border_ideology_gdp;
LIE;MNE;-60.00;0;0;14.150312;heuristic_border_ideology_gdp;
LIE;NLD;25.00;0;1;2.330779;heuristic_border_ideology_gdp;
LIE;NOR;25.00;0;1;1.864558;heuristic_border_ideology_gdp;
LIE;POL;-60.00;0;0;6.067246;heuristic_border_ideology_gdp;
LIE;PRT;-50.00;0;0;5.350451;heuristic_border_ideology_gdp;
LIE;ROU;-60.00;0;0;7.860419;heuristic_border_ideology_gdp;
LIE;RUS;-60.00;0;0;10.558657;heuristic_border_ideology_gdp;
LIE;SMR;-40.00;0;0;2.617573;heuristic_border_ideology_gdp;
LIE;SRB;-60.00;0;0;10.833185;heuristic_border_ideology_gdp;
LIE;SVK;-50.00;0;0;5.957427;heuristic_border_ideology_gdp;
LIE;SVN;-50.00;0;0;4.549568;heuristic_border_ideology_gdp;
LIE;SWE;25.00;0;1;2.728359;heuristic_border_ideology_gdp;
LIE;TUR;-60.00;0;0;9.958125;heuristic_border_ideology_gdp;
LIE;UKR;-60.00;0;0;30.361682;heuristic_border_ideology_gdp;
LTU;LUX;-50.00;0;0;4.425405;heuristic_border_ideology_gdp;
LTU;LVA;55.00;1;1;1.300226;heuristic_border_ideology_gdp;
LTU;MDA;15.00;0;1;4.793018;heuristic_border_ideology_gdp;
LTU;MKD;15.00;0;1;4.296451;heuristic_border_ideology_gdp;
LTU;MLT;30.00;0;1;1.117799;heuristic_border_ideology_gdp;
LTU;MNE;25.00;0;1;2.794975;heuristic_border_ideology_gdp;
LTU;NLD;-40.00;0;0;2.172136;heuristic_border_ideology_gdp;
LTU;NOR;-40.00;0;0;2.715264;heuristic_border_ideology_gdp;
LTU;POL;55.00;1;1;1.198405;heuristic_border_ideology_gdp;
LTU;PRT;30.00;0;1;1.056823;heuristic_border_ideology_gdp;
LTU;ROU;25.00;0;1;1.552593;heuristic_border_ideology_gdp;
LTU;RUS;-5.00;1;0;2.085550;heuristic_border_ideology_gdp;
LTU;SMR;25.00;0;1;1.934146;heuristic_border_ideology_gdp;
LTU;SRB;25.00;0;1;2.139775;heuristic_border_ideology_gdp;
LTU;SVK;30.00;0;1;1.176713;heuristic_border_ideology_gdp;
LTU;SVN;30.00;0;1;1.112802;heuristic_border_ideology_gdp;
LTU;SWE;-40.00;0;0;1.855610;heuristic_border_ideology_gdp;
LTU;TUR;-40.00;0;0;1.966933;heuristic_border_ideology_gdp;
LTU;UKR;15.00;0;1;5.997051;heuristic_border_ideology_gdp;
LUX;LVA;-50.00;0;0;5.754027;heuristic_border_ideology_gdp;
LUX;MDA;-60.00;0;0;21.211046;heuristic_border_ideology_gdp;
LUX;MKD;-60.00;0;0;19.013537;heuristic_border_ideology_gdp;
LUX;MLT;-50.00;0;0;3.959036;heuristic_border_ideology_gdp;
LUX;MNE;-60.00;0;0;12.368897;heuristic_border_ideology_gdp;
LUX;NLD;25.00;0;1;2.037352;heuristic_border_ideology_gdp;
LUX;NOR;25.00;0;1;1.629825;heuristic_border_ideology_gdp;
LUX;POL;-50.00;0;0;5.303426;heuristic_border_ideology_gdp;
LUX;PRT;-50.00;0;0;4.676871;heuristic_border_ideology_gdp;
LUX;ROU;-60.00;0;0;6.870853;heuristic_border_ideology_gdp;
LUX;RUS;-60.00;0;0;9.229404;heuristic_border_ideology_gdp;
LUX;SMR;-40.00;0;0;2.288041;heuristic_border_ideology_gdp;
LUX;SRB;-60.00;0;0;9.469370;heuristic_border_ideology_gdp;
LUX;SVK;-50.00;0;0;5.207433;heuristic_border_ideology_gdp;
LUX;SVN;-50.00;0;0;3.976813;heuristic_border_ideology_gdp;
LUX;SWE;25.00;0;1;2.384879;heuristic_border_ideology_gdp;
LUX;TUR;-60.00;0;0;8.704474;heuristic_border_ideology_gdp;
LUX;UKR;-60.00;0;0;26.539381;heuristic_border_ideology_gdp;
LVA;MDA;15.00;0;1;3.686296;heuristic_border_ideology_gdp;
LVA;MKD;15.00;0;1;3.304388;heuristic_border_ideology_gdp;
LVA;MLT;30.00;0;1;1.453391;heuristic_border_ideology_gdp;
LVA;MNE;25.00;0;1;2.149607;heuristic_border_ideology_gdp;
LVA;NLD;-40.00;0;0;2.824268;heuristic_border_ideology_gdp;
LVA;NOR;-50.00;0;0;3.530457;heuristic_border_ideology_gdp;
LVA;POL;30.00;0;1;1.084964;heuristic_border_ideology_gdp;
LVA;PRT;30.00;0;1;1.230316;heuristic_border_ideology_gdp;
LVA;ROU;30.00;0;1;1.194095;heuristic_border_ideology_gdp;
LVA;RUS;-5.00;1;0;1.603990;heuristic_border_ideology_gdp;
LVA;SMR;25.00;0;1;2.514827;heuristic_border_ideology_gdp;
LVA;SRB;25.00;0;1;1.645694;heuristic_border_ideology_gdp;
LVA;SVK;30.00;0;1;1.104964;heuristic_border_ideology_gdp;
LVA;SVN;30.00;0;1;1.446894;heuristic_border_ideology_gdp;
LVA;SWE;-40.00;0;0;2.412712;heuristic_border_ideology_gdp;
LVA;TUR;-40.00;0;0;1.512762;heuristic_border_ideology_gdp;
LVA;UKR;15.00;0;1;4.612314;heuristic_border_ideology_gdp;
MDA;MKD;30.00;0;1;1.115576;heuristic_border_ideology_gdp;
MDA;MLT;15.00;0;1;5.357629;heuristic_border_ideology_gdp;
MDA;MNE;25.00;0;1;1.714870;heuristic_border_ideology_gdp;
MDA;NLD;-60.00;0;0;10.411087;heuristic_border_ideology_gdp;
MDA;NOR;-60.00;0;0;13.014309;heuristic_border_ideology_gdp;
MDA;POL;15.00;0;1;3.999499;heuristic_border_ideology_gdp;
MDA;PRT;15.00;0;1;4.535307;heuristic_border_ideology_gdp;
MDA;ROU;40.00;1;1;3.087105;heuristic_border_ideology_gdp;
MDA;RUS;-40.00;0;0;2.298203;heuristic_border_ideology_gdp;
MDA;SMR;5.00;0;1;9.270396;heuristic_border_ideology_gdp;
MDA;SRB;25.00;0;1;2.239964;heuristic_border_ideology_gdp;
MDA;SVK;15.00;0;1;4.073225;heuristic_border_ideology_gdp;
MDA;SVN;15.00;0;1;5.333680;heuristic_border_ideology_gdp;
MDA;SWE;-60.00;0;0;8.893970;heuristic_border_ideology_gdp;
MDA;TUR;-40.00;0;0;2.436798;heuristic_border_ideology_gdp;
MDA;UKR;55.00;1;1;1.251206;heuristic_border_ideology_gdp;
MKD;MLT;15.00;0;1;4.802568;heuristic_border_ideology_gdp;
MKD;MNE;25.00;0;1;1.537206;heuristic_border_ideology_gdp;
MKD;NLD;-60.00;0;0;9.332477;heuristic_border_ideology_gdp;
MKD;NOR;-60.00;0;0;11.666000;heuristic_border_ideology_gdp;
MKD;POL;15.00;0;1;3.585142;heuristic_border_ideology_gdp;
MKD;PRT;15.00;0;1;4.065440;heuristic_border_ideology_gdp;
MKD;ROU;25.00;0;1;2.767275;heuristic_border_ideology_gdp;
MKD;RUS;-40.00;0;0;2.060105;heuristic_border_ideology_gdp;
MKD;SMR;5.00;0;1;8.309964;heuristic_border_ideology_gdp;
MKD;SRB;50.00;1;1;2.007899;heuristic_border_ideology_gdp;
MKD;SVK;15.00;0;1;3.651231;heuristic_border_ideology_gdp;
MKD;SVN;15.00;0;1;4.781099;heuristic_border_ideology_gdp;
MKD;SWE;-60.00;0;0;7.972536;heuristic_border_ideology_gdp;
MKD;TUR;-40.00;0;0;2.184341;heuristic_border_ideology_gdp;
MKD;UKR;30.00;0;1;1.395815;heuristic_border_ideology_gdp;
MLT;MNE;15.00;0;1;3.124220;heuristic_border_ideology_gdp;
MLT;NLD;-40.00;0;0;1.943226;heuristic_border_ideology_gdp;
MLT;NOR;-40.00;0;0;2.429117;heuristic_border_ideology_gdp;
MLT;POL;30.00;0;1;1.339575;heuristic_border_ideology_gdp;
MLT;PRT;30.00;0;1;1.181316;heuristic_border_ideology_gdp;
MLT;ROU;25.00;0;1;1.735487;heuristic_border_ideology_gdp;
MLT;RUS;-40.00;0;0;2.331225;heuristic_border_ideology_gdp;
MLT;SMR;25.00;0;1;1.730317;heuristic_border_ideology_gdp;
MLT;SRB;25.00;0;1;2.391838;heuristic_border_ideology_gdp;
MLT;SVK;30.00;0;1;1.315329;heuristic_border_ideology_gdp;
MLT;SVN;30.00;0;1;1.004490;heuristic_border_ideology_gdp;
MLT;SWE;-40.00;0;0;1.660057;heuristic_border_ideology_gdp;
MLT;TUR;-40.00;0;0;2.198635;heuristic_border_ideology_gdp;
MLT;UKR;5.00;0;1;6.703496;heuristic_border_ideology_gdp;
MNE;NLD;-60.00;0;0;6.071066;heuristic_border_ideology_gdp;
MNE;NOR;-60.00;0;0;7.589096;heuristic_border_ideology_gdp;
MNE;POL;25.00;0;1;2.332246;heuristic_border_ideology_gdp;
MNE;PRT;25.00;0;1;2.644695;heuristic_border_ideology_gdp;
MNE;ROU;25.00;0;1;1.800198;heuristic_border_ideology_gdp;
MNE;RUS;-35.00;0;0;1.340162;heuristic_border_ideology_gdp;
MNE;SMR;15.00;0;1;5.405890;heuristic_border_ideology_gdp;
MNE;SRB;55.00;1;1;1.306201;heuristic_border_ideology_gdp;
MNE;SVK;25.00;0;1;2.375239;heuristic_border_ideology_gdp;
MNE;SVN;15.00;0;1;3.110254;heuristic_border_ideology_gdp;
MNE;SWE;-50.00;0;0;5.186382;heuristic_border_ideology_gdp;
MNE;TUR;-35.00;0;0;1.420982;heuristic_border_ideology_gdp;
MNE;UKR;25.00;0;1;2.145655;heuristic_border_ideology_gdp;
NLD;NOR;30.00;0;1;1.250043;heuristic_border_ideology_gdp;
NLD;POL;-40.00;0;0;2.603098;heuristic_border_ideology_gdp;
NLD;PRT;-40.00;0;0;2.295564;heuristic_border_ideology_gdp;
NLD;ROU;-50.00;0;0;3.372443;heuristic_border_ideology_gdp;
NLD;RUS;-50.00;0;0;4.530099;heuristic_border_ideology_gdp;
NLD;SMR;-35.00;0;0;1.123047;heuristic_border_ideology_gdp;
NLD;SRB;-50.00;0;0;4.647882;heuristic_border_ideology_gdp;
NLD;SVK;-40.00;0;0;2.555981;heuristic_border_ideology_gdp;
NLD;SVN;-40.00;0;0;1.951952;heuristic_border_ideology_gdp;
NLD;SWE;30.00;0;1;1.170578;heuristic_border_ideology_gdp;
NLD;TUR;-50.00;0;0;4.272446;heuristic_border_ideology_gdp;
NLD;UKR;-60.00;0;0;13.026412;heuristic_border_ideology_gdp;
NOR;POL;-50.00;0;0;3.253985;heuristic_border_ideology_gdp;
NOR;PRT;-40.00;0;0;2.869554;heuristic_border_ideology_gdp;
NOR;ROU;-50.00;0;0;4.215700;heuristic_border_ideology_gdp;
NOR;RUS;-15.00;1;0;5.662819;heuristic_border_ideology_gdp;
NOR;SMR;-35.00;0;0;1.403857;heuristic_border_ideology_gdp;
NOR;SRB;-50.00;0;0;5.810054;heuristic_border_ideology_gdp;
NOR;SVK;-50.00;0;0;3.195087;heuristic_border_ideology_gdp;
NOR;SVN;-40.00;0;0;2.440025;heuristic_border_ideology_gdp;
NOR;SWE;55.00;1;1;1.463273;heuristic_border_ideology_gdp;
NOR;TUR;-50.00;0;0;5.340742;heuristic_border_ideology_gdp;
NOR;UKR;-60.00;0;0;16.283578;heuristic_border_ideology_gdp;
POL;PRT;30.00;0;1;1.133969;heuristic_border_ideology_gdp;
POL;ROU;30.00;0;1;1.295550;heuristic_border_ideology_gdp;
POL;RUS;-5.00;1;0;1.740272;heuristic_border_ideology_gdp;
POL;SMR;25.00;0;1;2.317890;heuristic_border_ideology_gdp;
POL;SRB;25.00;0;1;1.785519;heuristic_border_ideology_gdp;
POL;SVK;55.00;1;1;1.018434;heuristic_border_ideology_gdp;
POL;SVN;30.00;0;1;1.333587;heuristic_border_ideology_gdp;
POL;SWE;-40.00;0;0;2.223771;heuristic_border_ideology_gdp;
POL;TUR;-40.00;0;0;1.641293;heuristic_border_ideology_gdp;
POL;UKR;40.00;1;1;5.004195;heuristic_border_ideology_gdp;
PRT;ROU;30.00;0;1;1.469113;heuristic_border_ideology_gdp;
PRT;RUS;-40.00;0;0;1.973414;heuristic_border_ideology_gdp;
PRT;SMR;25.00;0;1;2.044050;heuristic_border_ideology_gdp;
PRT;SRB;25.00;0;1;2.024724;heuristic_border_ideology_gdp;
PRT;SVK;30.00;0;1;1.113444;heuristic_border_ideology_gdp;
PRT;SVN;30.00;0;1;1.176035;heuristic_border_ideology_gdp;
PRT;SWE;-40.00;0;0;1.961051;heuristic_border_ideology_gdp;
PRT;TUR;-40.00;0;0;1.861175;heuristic_border_ideology_gdp;
PRT;UKR;15.00;0;1;5.674602;heuristic_border_ideology_gdp;
ROU;RUS;-35.00;0;0;1.343269;heuristic_border_ideology_gdp;
ROU;SMR;15.00;0;1;3.002941;heuristic_border_ideology_gdp;
ROU;SRB;55.00;1;1;1.378194;heuristic_border_ideology_gdp;
ROU;SVK;30.00;0;1;1.319432;heuristic_border_ideology_gdp;
ROU;SVN;25.00;0;1;1.727729;heuristic_border_ideology_gdp;
ROU;SWE;-40.00;0;0;2.881006;heuristic_border_ideology_gdp;
ROU;TUR;-35.00;0;0;1.266869;heuristic_border_ideology_gdp;
ROU;UKR;40.00;1;1;3.862603;heuristic_border_ideology_gdp;
RUS;SMR;-50.00;0;0;4.033758;heuristic_border_ideology_gdp;
RUS;SRB;-35.00;0;0;1.026000;heuristic_border_ideology_gdp;
RUS;SVK;-40.00;0;0;1.772352;heuristic_border_ideology_gdp;
RUS;SVN;-40.00;0;0;2.320804;heuristic_border_ideology_gdp;
RUS;SWE;-50.00;0;0;3.869967;heuristic_border_ideology_gdp;
RUS;TUR;30.00;0;1;1.060306;heuristic_border_ideology_gdp;
RUS;UKR;-5.00;1;0;2.875525;heuristic_border_ideology_gdp;
SMR;SRB;15.00;0;1;4.138637;heuristic_border_ideology_gdp;
SMR;SVK;25.00;0;1;2.275935;heuristic_border_ideology_gdp;
SMR;SVN;25.00;0;1;1.738086;heuristic_border_ideology_gdp;
SMR;SWE;-35.00;0;0;1.042324;heuristic_border_ideology_gdp;
SMR;TUR;-50.00;0;0;3.804335;heuristic_border_ideology_gdp;
SMR;UKR;5.00;0;1;11.599172;heuristic_border_ideology_gdp;
SRB;SVK;25.00;0;1;1.818434;heuristic_border_ideology_gdp;
SRB;SVN;25.00;0;1;2.381146;heuristic_border_ideology_gdp;
SRB;SWE;-50.00;0;0;3.970587;heuristic_border_ideology_gdp;
SRB;TUR;-35.00;0;0;1.087874;heuristic_border_ideology_gdp;
SRB;UKR;25.00;0;1;2.802655;heuristic_border_ideology_gdp;
SVK;SVN;30.00;0;1;1.309449;heuristic_border_ideology_gdp;
SVK;SWE;-40.00;0;0;2.183520;heuristic_border_ideology_gdp;
SVK;TUR;-40.00;0;0;1.671548;heuristic_border_ideology_gdp;
SVK;UKR;40.00;1;1;5.096443;heuristic_border_ideology_gdp;
SVN;SWE;-40.00;0;0;1.667511;heuristic_border_ideology_gdp;
SVN;TUR;-40.00;0;0;2.188806;heuristic_border_ideology_gdp;
SVN;UKR;5.00;0;1;6.673530;heuristic_border_ideology_gdp;
SWE;TUR;-50.00;0;0;3.649859;heuristic_border_ideology_gdp;
SWE;UKR;-60.00;0;0;11.128185;heuristic_border_ideology_gdp;
TUR;UKR;-50.00;0;0;3.048936;heuristic_border_ideology_gdp;
